sequence_id	direction_group	exposure	group
10553_8	positive	BMI	Female
10554_23	positive	BMI	Female
10557_6	positive	BMI	Female
10558_26	positive	BMI	Female
10561_5	positive	BMI	Female
10562_42	positive	BMI	Female
10563_13	positive	BMI	Female
10565_19	negative	BMI	Female
10569_28	positive	BMI	Female
10571_14	positive	BMI	Female
10572_65	positive	BMI	Female
10574_10	positive	BMI	Female
10575_31	positive	BMI	Female
10580_14	positive	BMI	Female
10582_36	positive	BMI	Female
10583_1	positive	BMI	Female
10584_7	positive	BMI	Female
10588_39	positive	BMI	Female
10589_7	positive	BMI	Female
10600_24	positive	BMI	Female
10603_1	negative	BMI	Female
10605_22	positive	BMI	Female
10606_34	positive	BMI	Female
10608_9	positive	BMI	Female
10612_18	positive	BMI	Female
10613_33	positive	BMI	Female
10616_67	positive	BMI	Female
10618_190	positive	BMI	Female
10620_21	negative	BMI	Female
10621_26	positive	BMI	Female
10623_19	positive	BMI	Female
10624_45	positive	BMI	Female
10627_87	positive	BMI	Female
10630_5	positive	BMI	Female
10637_50	positive	BMI	Female
10638_1	positive	BMI	Female
10643_16	positive	BMI	Female
10647_18	positive	BMI	Female
10663_42	positive	BMI	Female
10666_7	positive	BMI	Female
10667_78	positive	BMI	Female
10668_5	positive	BMI	Female
10672_75	positive	BMI	Female
10675_223	positive	BMI	Female
10677_9	positive	BMI	Female
10693_43	positive	BMI	Female
10695_12	positive	BMI	Female
10699_52	positive	BMI	Female
10702_1	positive	BMI	Female
10703_203	positive	BMI	Female
10704_91	positive	BMI	Female
10705_14	positive	BMI	Female
10708_3	positive	BMI	Female
10710_23	positive	BMI	Female
10713_151	positive	BMI	Female
10716_35	positive	BMI	Female
10722_13	positive	BMI	Female
10731_10	positive	BMI	Female
10734_339	positive	BMI	Female
10737_96	positive	BMI	Female
10748_216	positive	BMI	Female
10752_8	positive	BMI	Female
10754_113	positive	BMI	Female
10756_34	positive	BMI	Female
10758_2	positive	BMI	Female
10760_107	positive	BMI	Female
10761_5	positive	BMI	Female
10762_2	positive	BMI	Female
10767_52	positive	BMI	Female
10772_21	positive	BMI	Female
10781_19	positive	BMI	Female
10798_4	positive	BMI	Female
10800_15	positive	BMI	Female
10809_14	positive	BMI	Female
10814_7	positive	BMI	Female
10815_2	positive	BMI	Female
10816_150	positive	BMI	Female
10817_26	positive	BMI	Female
10825_12	positive	BMI	Female
10830_5	positive	BMI	Female
10832_24	negative	BMI	Female
10835_25	positive	BMI	Female
10842_7	positive	BMI	Female
10847_1	positive	BMI	Female
10848_137	positive	BMI	Female
10852_114	positive	BMI	Female
10866_60	positive	BMI	Female
10876_300	positive	BMI	Female
10880_38	positive	BMI	Female
10882_12	positive	BMI	Female
10885_36	positive	BMI	Female
10889_2	positive	BMI	Female
10890_135	positive	BMI	Female
10892_8	positive	BMI	Female
10895_28	positive	BMI	Female
10900_272	positive	BMI	Female
10902_53	positive	BMI	Female
10903_50	positive	BMI	Female
10907_116	negative	BMI	Female
10908_2	negative	BMI	Female
10910_6	positive	BMI	Female
10916_44	negative	BMI	Female
10917_40	positive	BMI	Female
10924_258	positive	BMI	Female
10933_107	positive	BMI	Female
10938_13	positive	BMI	Female
10939_16	positive	BMI	Female
10940_25	positive	BMI	Female
10945_11	positive	BMI	Female
10948_14	positive	BMI	Female
10949_59	positive	BMI	Female
10953_14	positive	BMI	Female
10955_4	positive	BMI	Female
10956_82	positive	BMI	Female
10959_125	positive	BMI	Female
10961_15	positive	BMI	Female
10974_20	negative	BMI	Female
10975_59	positive	BMI	Female
10981_56	positive	BMI	Female
10990_21	positive	BMI	Female
11067_13	positive	BMI	Female
11071_1	positive	BMI	Female
11094_104	positive	BMI	Female
11096_57	positive	BMI	Female
11098_1	positive	BMI	Female
11101_18	positive	BMI	Female
11103_24	positive	BMI	Female
11104_13	positive	BMI	Female
11105_171	positive	BMI	Female
11107_25	positive	BMI	Female
11109_56	positive	BMI	Female
11110_4	positive	BMI	Female
11112_18	positive	BMI	Female
11116_16	positive	BMI	Female
11117_2	positive	BMI	Female
11118_107	positive	BMI	Female
11120_49	positive	BMI	Female
11122_97	positive	BMI	Female
11126_102	positive	BMI	Female
11128_29	positive	BMI	Female
11129_66	positive	BMI	Female
11130_158	positive	BMI	Female
11134_30	positive	BMI	Female
11135_5	positive	BMI	Female
11137_43	positive	BMI	Female
11138_16	positive	BMI	Female
11140_56	negative	BMI	Female
11143_32	positive	BMI	Female
11144_10	positive	BMI	Female
11145_72	positive	BMI	Female
11146_4	positive	BMI	Female
11147_17	positive	BMI	Female
11149_3	positive	BMI	Female
11154_3	positive	BMI	Female
11155_16	positive	BMI	Female
11158_40	positive	BMI	Female
11160_56	positive	BMI	Female
11161_5	positive	BMI	Female
11162_37	positive	BMI	Female
11163_7	positive	BMI	Female
11164_7	positive	BMI	Female
11167_6	positive	BMI	Female
11168_3	positive	BMI	Female
11171_25	positive	BMI	Female
11173_29	positive	BMI	Female
11174_8	positive	BMI	Female
11175_45	positive	BMI	Female
11177_16	positive	BMI	Female
11178_21	positive	BMI	Female
11179_7	positive	BMI	Female
11180_17	positive	BMI	Female
11185_145	positive	BMI	Female
11186_12	positive	BMI	Female
11187_11	positive	BMI	Female
11190_129	positive	BMI	Female
11192_168	negative	BMI	Female
11193_27	positive	BMI	Female
11196_31	positive	BMI	Female
11198_37	positive	BMI	Female
11201_19	positive	BMI	Female
11202_70	positive	BMI	Female
11204_80	positive	BMI	Female
11205_10	positive	BMI	Female
11207_3	positive	BMI	Female
11208_15	negative	BMI	Female
11211_7	positive	BMI	Female
11212_7	positive	BMI	Female
11214_40	positive	BMI	Female
11215_6	positive	BMI	Female
11218_84	positive	BMI	Female
11219_95	positive	BMI	Female
11220_53	positive	BMI	Female
11223_1	positive	BMI	Female
11226_16	positive	BMI	Female
11227_31	positive	BMI	Female
11228_37	positive	BMI	Female
11229_16	positive	BMI	Female
11231_12	positive	BMI	Female
11237_49	positive	BMI	Female
11239_49	positive	BMI	Female
11241_8	positive	BMI	Female
11242_33	positive	BMI	Female
11243_90	positive	BMI	Female
11247_20	positive	BMI	Female
11248_43	positive	BMI	Female
11252_30	positive	BMI	Female
11254_13	positive	BMI	Female
11257_1	positive	BMI	Female
11258_41	positive	BMI	Female
11260_47	positive	BMI	Female
11262_39	positive	BMI	Female
11263_57	positive	BMI	Female
11264_33	positive	BMI	Female
11265_8	positive	BMI	Female
11266_8	negative	BMI	Female
11270_17	positive	BMI	Female
11273_176	positive	BMI	Female
11275_94	positive	BMI	Female
11277_23	positive	BMI	Female
11278_4	negative	BMI	Female
11279_42	positive	BMI	Female
11280_6	positive	BMI	Female
11281_6	positive	BMI	Female
11283_13	positive	BMI	Female
11284_24	positive	BMI	Female
11286_78	positive	BMI	Female
11287_14	positive	BMI	Female
11288_26	positive	BMI	Female
11289_31	positive	BMI	Female
11292_13	positive	BMI	Female
11297_54	positive	BMI	Female
11300_32	positive	BMI	Female
11302_237	positive	BMI	Female
11303_7	positive	BMI	Female
11307_33	positive	BMI	Female
11308_8	positive	BMI	Female
11311_79	positive	BMI	Female
11312_40	positive	BMI	Female
11313_100	positive	BMI	Female
11315_148	positive	BMI	Female
11319_106	positive	BMI	Female
11320_29	positive	BMI	Female
11324_3	positive	BMI	Female
11325_8	positive	BMI	Female
11327_56	positive	BMI	Female
11328_9	positive	BMI	Female
11330_15	positive	BMI	Female
11333_82	positive	BMI	Female
11334_7	positive	BMI	Female
11336_9	positive	BMI	Female
11338_49	positive	BMI	Female
11342_59	positive	BMI	Female
11347_9	positive	BMI	Female
11348_132	positive	BMI	Female
11350_30	positive	BMI	Female
11352_42	positive	BMI	Female
11355_10	positive	BMI	Female
11356_19	positive	BMI	Female
11358_15	positive	BMI	Female
11360_39	negative	BMI	Female
11361_73	positive	BMI	Female
11363_58	positive	BMI	Female
11364_18	positive	BMI	Female
11365_17	positive	BMI	Female
11368_32	positive	BMI	Female
11369_23	positive	BMI	Female
11370_20	positive	BMI	Female
11371_1	positive	BMI	Female
11372_2	positive	BMI	Female
11375_49	positive	BMI	Female
11377_19	negative	BMI	Female
11380_84	positive	BMI	Female
11381_56	positive	BMI	Female
11382_5	positive	BMI	Female
11383_41	positive	BMI	Female
11387_3	positive	BMI	Female
11388_75	positive	BMI	Female
11390_24	positive	BMI	Female
11391_69	positive	BMI	Female
11395_5	positive	BMI	Female
11396_39	positive	BMI	Female
11401_181	positive	BMI	Female
11402_17	positive	BMI	Female
11405_150	positive	BMI	Female
11406_82	positive	BMI	Female
11407_57	positive	BMI	Female
11416_23	positive	BMI	Female
11421_10	positive	BMI	Female
11422_2	positive	BMI	Female
11424_4	positive	BMI	Female
11425_31	positive	BMI	Female
11428_31	positive	BMI	Female
11429_80	positive	BMI	Female
11430_49	positive	BMI	Female
11431_235	positive	BMI	Female
11432_11	positive	BMI	Female
11433_11	positive	BMI	Female
11436_6	positive	BMI	Female
11438_6	positive	BMI	Female
11439_88	positive	BMI	Female
11440_58	positive	BMI	Female
11441_11	positive	BMI	Female
11442_1	positive	BMI	Female
11444_49	positive	BMI	Female
11448_34	positive	BMI	Female
11449_22	positive	BMI	Female
11454_87	positive	BMI	Female
11456_2	positive	BMI	Female
11457_53	positive	BMI	Female
11458_30	positive	BMI	Female
11459_81	positive	BMI	Female
11462_8	positive	BMI	Female
11464_9	positive	BMI	Female
11465_4	positive	BMI	Female
11476_43	positive	BMI	Female
11480_1	positive	BMI	Female
11481_25	negative	BMI	Female
11486_26	positive	BMI	Female
11490_42	positive	BMI	Female
11493_169	positive	BMI	Female
11494_4	positive	BMI	Female
11510_31	positive	BMI	Female
11513_92	positive	BMI	Female
11514_196	positive	BMI	Female
11516_7	positive	BMI	Female
11530_37	positive	BMI	Female
11531_24	positive	BMI	Female
11534_6	positive	BMI	Female
11536_9	positive	BMI	Female
11537_12	positive	BMI	Female
11538_216	positive	BMI	Female
11539_4	positive	BMI	Female
11540_37	positive	BMI	Female
11542_11	positive	BMI	Female
11543_84	positive	BMI	Female
11544_39	positive	BMI	Female
11547_84	positive	BMI	Female
11551_16	positive	BMI	Female
11556_19	positive	BMI	Female
11557_3	positive	BMI	Female
11560_76	positive	BMI	Female
11562_9	positive	BMI	Female
11563_51	positive	BMI	Female
11565_58	positive	BMI	Female
11566_48	positive	BMI	Female
11567_23	positive	BMI	Female
11570_94	positive	BMI	Female
11571_75	positive	BMI	Female
11572_4	positive	BMI	Female
11573_3	positive	BMI	Female
11582_63	positive	BMI	Female
11587_5	positive	BMI	Female
11590_5	positive	BMI	Female
11591_43	positive	BMI	Female
11592_1	positive	BMI	Female
11593_21	positive	BMI	Female
11596_47	positive	BMI	Female
11601_26	positive	BMI	Female
11606_22	positive	BMI	Female
11607_15	positive	BMI	Female
11608_5	positive	BMI	Female
11614_29	positive	BMI	Female
11615_16	positive	BMI	Female
11616_9	positive	BMI	Female
11617_1	positive	BMI	Female
11618_83	positive	BMI	Female
11626_7	positive	BMI	Female
11633_89	positive	BMI	Female
11634_32	positive	BMI	Female
11636_33	positive	BMI	Female
11638_42	positive	BMI	Female
11643_73	positive	BMI	Female
11645_9	positive	BMI	Female
11646_4	positive	BMI	Female
11647_6	positive	BMI	Female
11649_3	positive	BMI	Female
11653_69	positive	BMI	Female
11654_77	positive	BMI	Female
11656_110	positive	BMI	Female
11657_86	positive	BMI	Female
11659_31	positive	BMI	Female
11661_11	positive	BMI	Female
11664_32	positive	BMI	Female
11666_72	positive	BMI	Female
11667_29	positive	BMI	Female
11669_39	positive	BMI	Female
11671_19	positive	BMI	Female
11672_17	positive	BMI	Female
11677_17	positive	BMI	Female
11678_105	positive	BMI	Female
11681_8	positive	BMI	Female
11682_7	positive	BMI	Female
11683_19	positive	BMI	Female
11690_47	positive	BMI	Female
11692_21	positive	BMI	Female
11696_7	positive	BMI	Female
11699_16	positive	BMI	Female
11708_2	negative	BMI	Female
11715_1	positive	BMI	Female
11716_28	positive	BMI	Female
11816_84	positive	BMI	Female
11825_27	positive	BMI	Female
11827_7	positive	BMI	Female
11837_7	positive	BMI	Female
11838_130	positive	BMI	Female
11872_9	positive	BMI	Female
11910_27	positive	BMI	Female
11911_13	positive	BMI	Female
11934_9	positive	BMI	Female
11952_1	positive	BMI	Female
11955_1	positive	BMI	Female
11967_23	positive	BMI	Female
11969_5	positive	BMI	Female
11988_24	positive	BMI	Female
11989_35	positive	BMI	Female
12001_7	positive	BMI	Female
12014_19	positive	BMI	Female
12016_60	positive	BMI	Female
12018_84	positive	BMI	Female
12020_39	positive	BMI	Female
12022_12	positive	BMI	Female
12030_82	positive	BMI	Female
12033_3	positive	BMI	Female
12034_28	positive	BMI	Female
12041_33	positive	BMI	Female
12046_51	positive	BMI	Female
12329_21	positive	BMI	Female
12332_7	positive	BMI	Female
12333_87	positive	BMI	Female
12334_25	positive	BMI	Female
12338_27	negative	BMI	Female
12341_8	positive	BMI	Female
12343_14	positive	BMI	Female
12345_4	positive	BMI	Female
12347_29	positive	BMI	Female
12348_46	positive	BMI	Female
12350_86	positive	BMI	Female
12352_70	positive	BMI	Female
12355_223	positive	BMI	Female
12356_65	positive	BMI	Female
12357_41	positive	BMI	Female
12358_6	positive	BMI	Female
12361_102	positive	BMI	Female
12363_70	positive	BMI	Female
12365_108	positive	BMI	Female
12366_16	positive	BMI	Female
12367_52	positive	BMI	Female
12368_18	positive	BMI	Female
12370_30	negative	BMI	Female
12373_73	positive	BMI	Female
12376_85	positive	BMI	Female
12378_71	positive	BMI	Female
12381_26	positive	BMI	Female
12382_2	positive	BMI	Female
12384_92	positive	BMI	Female
12385_4	positive	BMI	Female
12386_11	positive	BMI	Female
12387_7	positive	BMI	Female
12389_4	positive	BMI	Female
12391_27	positive	BMI	Female
12392_30	positive	BMI	Female
12394_53	positive	BMI	Female
12395_86	positive	BMI	Female
12396_19	positive	BMI	Female
12398_15	positive	BMI	Female
12399_194	positive	BMI	Female
12400_25	positive	BMI	Female
12401_3	positive	BMI	Female
12403_30	positive	BMI	Female
12406_119	positive	BMI	Female
12408_333	positive	BMI	Female
12409_90	positive	BMI	Female
12411_60	positive	BMI	Female
12415_122	positive	BMI	Female
12417_46	positive	BMI	Female
12420_10	positive	BMI	Female
12423_38	positive	BMI	Female
12424_107	positive	BMI	Female
12425_104	positive	BMI	Female
12426_19	positive	BMI	Female
12427_8	positive	BMI	Female
12428_2	positive	BMI	Female
12430_78	positive	BMI	Female
12431_13	positive	BMI	Female
12432_23	positive	BMI	Female
12434_25	positive	BMI	Female
12436_84	positive	BMI	Female
12437_18	positive	BMI	Female
12438_127	positive	BMI	Female
12439_67	positive	BMI	Female
12442_4	positive	BMI	Female
12444_39	positive	BMI	Female
12445_50	positive	BMI	Female
12449_16	positive	BMI	Female
12451_62	positive	BMI	Female
12452_32	positive	BMI	Female
12453_161	positive	BMI	Female
12454_105	positive	BMI	Female
12455_48	positive	BMI	Female
12456_5	positive	BMI	Female
12457_10	positive	BMI	Female
12458_79	positive	BMI	Female
12459_13	positive	BMI	Female
12461_8	positive	BMI	Female
12462_20	positive	BMI	Female
12463_7	positive	BMI	Female
12466_7	positive	BMI	Female
12469_19	positive	BMI	Female
12471_47	positive	BMI	Female
12473_48	positive	BMI	Female
12476_50	positive	BMI	Female
12477_42	positive	BMI	Female
12478_15	positive	BMI	Female
12479_50	positive	BMI	Female
12480_9	positive	BMI	Female
12482_5	positive	BMI	Female
12483_62	positive	BMI	Female
12484_67	positive	BMI	Female
12486_8	positive	BMI	Female
12488_9	positive	BMI	Female
12490_92	positive	BMI	Female
12493_42	positive	BMI	Female
12494_99	positive	BMI	Female
12497_29	positive	BMI	Female
12498_12	positive	BMI	Female
12499_108	positive	BMI	Female
12500_88	positive	BMI	Female
12503_5	positive	BMI	Female
12504_26	positive	BMI	Female
12507_16	positive	BMI	Female
12508_9	positive	BMI	Female
12509_115	positive	BMI	Female
12510_3	positive	BMI	Female
12511_83	positive	BMI	Female
12513_8	positive	BMI	Female
12514_16	positive	BMI	Female
12515_45	positive	BMI	Female
12516_13	positive	BMI	Female
12517_52	positive	BMI	Female
12518_289	positive	BMI	Female
12521_3	positive	BMI	Female
12522_6	positive	BMI	Female
12524_18	positive	BMI	Female
12527_50	positive	BMI	Female
12528_40	positive	BMI	Female
12529_32	positive	BMI	Female
12530_14	positive	BMI	Female
12531_5	positive	BMI	Female
12532_28	positive	BMI	Female
12533_135	positive	BMI	Female
12534_10	positive	BMI	Female
12535_2	positive	BMI	Female
12536_46	positive	BMI	Female
12537_88	positive	BMI	Female
12538_19	positive	BMI	Female
12540_25	positive	BMI	Female
12543_76	positive	BMI	Female
12546_1	positive	BMI	Female
12548_75	positive	BMI	Female
12549_33	negative	BMI	Female
12551_3	positive	BMI	Female
12553_5	positive	BMI	Female
12556_7	positive	BMI	Female
12557_18	positive	BMI	Female
12560_9	positive	BMI	Female
12562_1	positive	BMI	Female
12563_2	positive	BMI	Female
12564_9	positive	BMI	Female
12568_14	positive	BMI	Female
12569_25	positive	BMI	Female
12571_14	positive	BMI	Female
12572_236	positive	BMI	Female
12574_36	positive	BMI	Female
12577_100	positive	BMI	Female
12578_13	positive	BMI	Female
12580_7	positive	BMI	Female
12581_39	positive	BMI	Female
12583_77	positive	BMI	Female
12585_39	positive	BMI	Female
12591_27	positive	BMI	Female
12593_33	positive	BMI	Female
12594_5	positive	BMI	Female
12595_11	positive	BMI	Female
12597_68	positive	BMI	Female
12603_87	positive	BMI	Female
12604_16	positive	BMI	Female
12605_1	positive	BMI	Female
12612_37	positive	BMI	Female
12616_45	positive	BMI	Female
12617_2	positive	BMI	Female
12618_50	positive	BMI	Female
12619_14	positive	BMI	Female
12620_3	positive	BMI	Female
12621_55	negative	BMI	Female
12622_96	positive	BMI	Female
12623_84	positive	BMI	Female
12625_138	positive	BMI	Female
12626_6	positive	BMI	Female
12627_97	positive	BMI	Female
12628_31	positive	BMI	Female
12630_8	negative	BMI	Female
12632_14	positive	BMI	Female
12633_3	positive	BMI	Female
12634_79	positive	BMI	Female
12635_9	positive	BMI	Female
12636_113	positive	BMI	Female
12637_7	positive	BMI	Female
12641_3	positive	BMI	Female
12643_4	positive	BMI	Female
12644_63	positive	BMI	Female
12646_2	positive	BMI	Female
12647_52	positive	BMI	Female
12650_43	positive	BMI	Female
12651_21	positive	BMI	Female
12652_37	positive	BMI	Female
12653_13	positive	BMI	Female
12655_30	positive	BMI	Female
12656_1	positive	BMI	Female
12657_2	positive	BMI	Female
12658_72	positive	BMI	Female
12659_13	positive	BMI	Female
12661_44	positive	BMI	Female
12662_82	positive	BMI	Female
12663_1	positive	BMI	Female
12664_19	positive	BMI	Female
12665_16	positive	BMI	Female
12667_2	positive	BMI	Female
12668_7	positive	BMI	Female
12669_30	positive	BMI	Female
12670_15	positive	BMI	Female
12671_35	positive	BMI	Female
12675_14	positive	BMI	Female
12676_1	positive	BMI	Female
12677_164	positive	BMI	Female
12678_66	positive	BMI	Female
12681_63	positive	BMI	Female
12682_5	negative	BMI	Female
12683_156	positive	BMI	Female
12684_5	positive	BMI	Female
12685_57	positive	BMI	Female
12686_15	negative	BMI	Female
12687_2	positive	BMI	Female
12689_56	positive	BMI	Female
12690_33	positive	BMI	Female
12691_44	positive	BMI	Female
12692_56	positive	BMI	Female
12693_2	positive	BMI	Female
12694_28	positive	BMI	Female
12695_62	positive	BMI	Female
12696_166	positive	BMI	Female
12697_30	positive	BMI	Female
12698_72	positive	BMI	Female
12700_9	positive	BMI	Female
12701_1	positive	BMI	Female
12702_13	positive	BMI	Female
12704_26	positive	BMI	Female
12705_9	positive	BMI	Female
12707_26	positive	BMI	Female
12708_91	positive	BMI	Female
12709_63	positive	BMI	Female
12711_19	positive	BMI	Female
12712_9	positive	BMI	Female
12713_365	positive	BMI	Female
12714_38	positive	BMI	Female
12716_3	positive	BMI	Female
12717_65	positive	BMI	Female
12718_43	positive	BMI	Female
12720_71	positive	BMI	Female
12721_4	positive	BMI	Female
12724_81	positive	BMI	Female
12726_3	positive	BMI	Female
12729_12	positive	BMI	Female
12730_3	positive	BMI	Female
12731_12	positive	BMI	Female
12732_13	positive	BMI	Female
12734_112	positive	BMI	Female
12735_39	positive	BMI	Female
12737_12	positive	BMI	Female
12738_43	positive	BMI	Female
12740_55	positive	BMI	Female
12743_18	positive	BMI	Female
12746_4	positive	BMI	Female
12747_89	positive	BMI	Female
12748_6	positive	BMI	Female
12750_9	positive	BMI	Female
12751_26	positive	BMI	Female
12753_6	positive	BMI	Female
12754_14	positive	BMI	Female
12756_3	positive	BMI	Female
12758_47	negative	BMI	Female
12759_47	positive	BMI	Female
12760_34	positive	BMI	Female
12761_12	positive	BMI	Female
12763_69	positive	BMI	Female
12764_3	positive	BMI	Female
12766_33	positive	BMI	Female
12768_3	positive	BMI	Female
12771_19	positive	BMI	Female
12772_8	positive	BMI	Female
12774_12	positive	BMI	Female
12775_6	positive	BMI	Female
12777_11	positive	BMI	Female
12781_2	positive	BMI	Female
12783_29	positive	BMI	Female
12784_10	positive	BMI	Female
12785_49	positive	BMI	Female
12786_61	positive	BMI	Female
12787_47	positive	BMI	Female
12788_6	positive	BMI	Female
12790_10	positive	BMI	Female
12793_4	positive	BMI	Female
12794_6	positive	BMI	Female
12795_2	positive	BMI	Female
12796_44	positive	BMI	Female
12798_46	positive	BMI	Female
12799_65	positive	BMI	Female
12800_5	positive	BMI	Female
12801_33	positive	BMI	Female
12803_9	positive	BMI	Female
12804_5	positive	BMI	Female
12807_89	positive	BMI	Female
12808_103	positive	BMI	Female
12811_55	positive	BMI	Female
12812_25	positive	BMI	Female
12813_18	positive	BMI	Female
12814_17	positive	BMI	Female
12815_9	positive	BMI	Female
12817_1	positive	BMI	Female
12818_159	positive	BMI	Female
12820_1	positive	BMI	Female
12821_6	positive	BMI	Female
12822_34	positive	BMI	Female
12825_18	positive	BMI	Female
12826_5	positive	BMI	Female
12827_37	positive	BMI	Female
12830_4	positive	BMI	Female
12831_21	positive	BMI	Female
12832_10	positive	BMI	Female
12834_3	positive	BMI	Female
12835_101	positive	BMI	Female
12838_28	positive	BMI	Female
12842_43	positive	BMI	Female
12843_6	positive	BMI	Female
12844_10	positive	BMI	Female
12845_18	positive	BMI	Female
12846_3	positive	BMI	Female
12847_27	positive	BMI	Female
12848_9	positive	BMI	Female
12849_25	positive	BMI	Female
12851_5	positive	BMI	Female
12853_112	positive	BMI	Female
12854_3	positive	BMI	Female
12855_16	positive	BMI	Female
12856_14	positive	BMI	Female
12859_33	positive	BMI	Female
12860_7	positive	BMI	Female
12861_13	positive	BMI	Female
12862_14	positive	BMI	Female
12864_9	positive	BMI	Female
12867_40	positive	BMI	Female
12869_68	positive	BMI	Female
12871_10	positive	BMI	Female
12872_35	positive	BMI	Female
12873_11	positive	BMI	Female
12875_28	positive	BMI	Female
12876_39	positive	BMI	Female
12878_60	positive	BMI	Female
12879_5	positive	BMI	Female
12880_1	positive	BMI	Female
12881_17	positive	BMI	Female
12882_7	positive	BMI	Female
12885_42	positive	BMI	Female
12888_18	positive	BMI	Female
12891_1	positive	BMI	Female
12892_10	positive	BMI	Female
12893_159	positive	BMI	Female
12894_3	positive	BMI	Female
12895_28	positive	BMI	Female
12904_180	positive	BMI	Female
12923_51	positive	BMI	Female
12925_105	positive	BMI	Female
12931_16	positive	BMI	Female
12933_17	positive	BMI	Female
12934_1	positive	BMI	Female
12936_38	positive	BMI	Female
12939_1	positive	BMI	Female
12940_35	positive	BMI	Female
12945_33	positive	BMI	Female
12954_71	positive	BMI	Female
12956_40	positive	BMI	Female
12957_62	positive	BMI	Female
12960_9	positive	BMI	Female
12963_1	positive	BMI	Female
12968_2	positive	BMI	Female
12970_35	positive	BMI	Female
12975_11	positive	BMI	Female
12976_49	positive	BMI	Female
12980_31	positive	BMI	Female
12986_12	positive	BMI	Female
12987_12	positive	BMI	Female
12988_49	positive	BMI	Female
12990_39	positive	BMI	Female
12991_49	positive	BMI	Female
12993_21	positive	BMI	Female
13007_66	positive	BMI	Female
13011_20	positive	BMI	Female
13013_41	positive	BMI	Female
13022_20	positive	BMI	Female
13025_4	positive	BMI	Female
13027_20	positive	BMI	Female
13032_1	positive	BMI	Female
13041_47	positive	BMI	Female
13042_7	positive	BMI	Female
13043_157	positive	BMI	Female
13044_5	positive	BMI	Female
13053_6	positive	BMI	Female
13055_53	positive	BMI	Female
13056_18	positive	BMI	Female
13059_33	positive	BMI	Female
13062_4	positive	BMI	Female
13066_42	positive	BMI	Female
13067_5	positive	BMI	Female
13068_139	positive	BMI	Female
13073_14	positive	BMI	Female
13076_4	positive	BMI	Female
13078_3	positive	BMI	Female
13083_18	positive	BMI	Female
13085_18	positive	BMI	Female
13088_397	positive	BMI	Female
