exposure	direction_group	outcome	group
FCAR	positive	overall	Female
FCER2	positive	overall	Female
FCRL1	negative	overall	Female
FCRL2	negative	overall	Female
FCRL5	negative	overall	Female
FCRLB	negative	overall	Female
FETUB	positive	overall	Female
FGF19	negative	overall	Female
FGF21	negative	overall	Female
FGF23	positive	overall	Female
FGF5	NA	overall	Female
FHIT	NA	overall	Female
FIS1	positive	overall	Female
FKBP1B	positive	overall	Female
FKBP5	negative	overall	Female
FLRT2	positive	overall	Female
FLT1	negative	overall	Female
FOLR1	positive	overall	Female
FOXO1	positive	overall	Female
FRZB	NA	overall	Female
FSTL3	NA	overall	Female
FUS	NA	overall	Female
FUT3_FUT5	negative	overall	Female
FUT8	negative	overall	Female
FXN	negative	overall	Female
FXYD5	NA	overall	Female
FYB1	NA	overall	Female
GALNT7	positive	overall	Female
GAS6	negative	overall	Female
GFRA2	negative	overall	Female
GFRA3	positive	overall	Female
GGH	negative	overall	Female
GGT5	negative	overall	Female
GKN1	negative	overall	Female
GLOD4	NA	overall	Female
GLRX	NA	overall	Female
GNE	positive	overall	Female
GOLM2	positive	overall	Female
GOPC	NA	overall	Female
GP1BA	negative	overall	Female
GP6	negative	overall	Female
GPA33	negative	overall	Female
GPC1	negative	overall	Female
GPC5	negative	overall	Female
GPR37	negative	overall	Female
GRAP2	positive	overall	Female
GRN	positive	overall	Female
GUCA2A	negative	overall	Female
HARS1	NA	overall	Female
HAVCR1	negative	overall	Female
HAVCR2	positive	overall	Female
HBEGF	negative	overall	Female
HBQ1	NA	overall	Female
HCLS1	positive	overall	Female
HDGF	NA	overall	Female
HGS	negative	overall	Female
HLA-DRA	positive	overall	Female
HLA-E	positive	overall	Female
HMOX1	positive	overall	Female
HMOX2	negative	overall	Female
HNMT	negative	overall	Female
HS3ST3B1	negative	overall	Female
HS6ST1	positive	overall	Female
HSD11B1	negative	overall	Female
HSPA1A	NA	overall	Female
HSPB6	positive	overall	Female
HSPG2	positive	overall	Female
HYAL1	negative	overall	Female
ICA1	NA	overall	Female
ICAM2	negative	overall	Female
ICAM3	negative	overall	Female
ICAM5	negative	overall	Female
ICOSLG	positive	overall	Female
IDS	negative	overall	Female
IDUA	negative	overall	Female
IFNG	NA	overall	Female
IFNGR1	negative	overall	Female
IFNGR2	negative	overall	Female
IFNLR1	NA	overall	Female
IGF2R	positive	overall	Female
IGFBP1	NA	overall	Female
IGFBP2	positive	overall	Female
IGFBP3	negative	overall	Female
IGFBP4	negative	overall	Female
IGFBP6	negative	overall	Female
IGFBPL1	NA	overall	Female
IL10	negative	overall	Female
IL10RB	positive	overall	Female
IL13RA1	NA	overall	Female
IL15	positive	overall	Female
IL17C	NA	overall	Female
IL17D	NA	overall	Female
IL17RA	negative	overall	Female
IL17RB	positive	overall	Female
IL18BP	negative	overall	Female
IL18R1	negative	overall	Female
IL1B	NA	overall	Female
IL1R1	negative	overall	Female
IL1R2	positive	overall	Female
IL1RAP	negative	overall	Female
IL1RN	NA	overall	Female
IL22RA1	NA	overall	Female
IL2RA	negative	overall	Female
IL32	positive	overall	Female
IL5RA	negative	overall	Female
IL6	negative	overall	Female
IL6ST	negative	overall	Female
IL7R	negative	overall	Female
INHBC	negative	overall	Female
INPP1	NA	overall	Female
IPCEF1	NA	overall	Female
IRAG2	NA	overall	Female
ISLR2	negative	overall	Female
ISM1	NA	overall	Female
ITGA5	negative	overall	Female
ITGB2	negative	overall	Female
ITGB6	negative	overall	Female
KAZALD1	negative	overall	Female
KDR	positive	overall	Female
KEL	negative	overall	Female
KIFBP	NA	overall	Female
KIR3DL1	NA	overall	Female
KLB	negative	overall	Female
KLK1	positive	overall	Female
KLK12	negative	overall	Female
KLK13	positive	overall	Female
KLK14	positive	overall	Female
KLK4	negative	overall	Female
KLK6	NA	overall	Female
KLK8	negative	overall	Female
KLRB1	negative	overall	Female
KRT18	negative	overall	Female
KRT19	negative	overall	Female
KRT5	negative	overall	Female
KYAT1	negative	overall	Female
LAMA4	positive	overall	Female
LAMP2	NA	overall	Female
LAT	negative	overall	Female
LBP	NA	overall	Female
LEFTY2	negative	overall	Female
LEPR	negative	overall	Female
LGALS1	NA	overall	Female
LGALS3	positive	overall	Female
LGALS8	negative	overall	Female
LIFR	negative	overall	Female
LILRA5	negative	overall	Female
LILRB1	positive	overall	Female
LILRB2	positive	overall	Female
LILRB4	NA	overall	Female
LILRB5	NA	overall	Female
LPO	positive	overall	Female
LRP1	positive	overall	Female
LRP11	positive	overall	Female
LRPAP1	positive	overall	Female
LRRN1	positive	overall	Female
LSP1	NA	overall	Female
LTA	negative	overall	Female
LTBP2	negative	overall	Female
LTBP3	negative	overall	Female
LY6D	positive	overall	Female
LY9	negative	overall	Female
LY96	negative	overall	Female
LYPD8	positive	overall	Female
MANSC1	positive	overall	Female
MAP2K6	NA	overall	Female
MAP4K5	NA	overall	Female
MARCO	negative	overall	Female
MATN2	negative	overall	Female
MATN3	positive	overall	Female
MAVS	positive	overall	Female
MDGA1	positive	overall	Female
MEGF10	positive	overall	Female
MEGF9	positive	overall	Female
MEP1B	positive	overall	Female
MERTK	negative	overall	Female
MET	negative	overall	Female
METAP1D	negative	overall	Female
METAP2	positive	overall	Female
MFGE8	positive	overall	Female
MGMT	positive	overall	Female
MIA	positive	overall	Female
MIF	positive	overall	Female
MILR1	positive	overall	Female
MITD1	NA	overall	Female
MME	positive	overall	Female
MMP1	negative	overall	Female
MMP10	NA	overall	Female
MMP12	NA	overall	Female
MMP3	negative	overall	Female
MMP7	negative	overall	Female
MMP8	NA	overall	Female
MMP9	positive	overall	Female
MPHOSPH8	NA	overall	Female
MPI	negative	overall	Female
MPIG6B	negative	overall	Female
MPO	positive	overall	Female
MSLN	positive	overall	Female
MSR1	positive	overall	Female
MSRA	NA	overall	Female
MSTN	positive	overall	Female
MUC16	NA	overall	Female
MZB1	negative	overall	Female
MZT1	NA	overall	Female
NAAA	positive	overall	Female
NADK	negative	overall	Female
NCAM2	positive	overall	Female
NCAN	positive	overall	Female
NCF2	positive	overall	Female
NCR1	negative	overall	Female
NECTIN2	positive	overall	Female
NEFL	NA	overall	Female
NFKBIE	NA	overall	Female
NID2	positive	overall	Female
NME3	negative	overall	Female
NOMO1	negative	overall	Female
NOS3	NA	overall	Female
NOTCH1	negative	overall	Female
NOTCH3	positive	overall	Female
NPDC1	negative	overall	Female
NPPB	NA	overall	Female
NPPC	NA	overall	Female
NPTX1	positive	overall	Female
NPY	negative	overall	Female
NRP2	positive	overall	Female
NSFL1C	NA	overall	Female
NTF3	negative	overall	Female
NUDC	NA	overall	Female
NUDT2	NA	overall	Female
NUDT5	NA	overall	Female
OBP2B	positive	overall	Female
ODAM	NA	overall	Female
OGFR	NA	overall	Female
OMD	positive	overall	Female
OPTC	positive	overall	Female
OSM	positive	overall	Female
OSMR	positive	overall	Female
OXT	negative	overall	Female
PAEP	negative	overall	Female
PAPPA	positive	overall	Female
PARK7	negative	overall	Female
PARP1	NA	overall	Female
PDCD1	negative	overall	Female
PDCD5	NA	overall	Female
PDCD6	negative	overall	Female
PDGFA	negative	overall	Female
PDGFB	negative	overall	Female
PDGFRA	negative	overall	Female
PDLIM7	negative	overall	Female
PEBP1	NA	overall	Female
PFKFB2	positive	overall	Female
PGF	NA	overall	Female
PGLYRP1	positive	overall	Female
PI3	positive	overall	Female
PIGR	positive	overall	Female
PIK3AP1	negative	overall	Female
PILRA	positive	overall	Female
PILRB	positive	overall	Female
PKLR	positive	overall	Female
PLA2G10	negative	overall	Female
PLA2G15	negative	overall	Female
PLA2G1B	positive	overall	Female
PLA2G2A	negative	overall	Female
PLA2G4A	NA	overall	Female
PLA2G7	positive	overall	Female
PLIN3	NA	overall	Female
PLPBP	NA	overall	Female
PLXDC1	positive	overall	Female
PLXNA4	positive	overall	Female
PLXNB2	positive	overall	Female
PLXNB3	negative	overall	Female
PMVK	negative	overall	Female
PNPT1	NA	overall	Female
PODXL	negative	overall	Female
PODXL2	positive	overall	Female
PPCDC	NA	overall	Female
PPIB	negative	overall	Female
PPP1R12A	negative	overall	Female
PPP1R9B	NA	overall	Female
PRCP	negative	overall	Female
PRDX1	NA	overall	Female
PRDX5	NA	overall	Female
PRKAR1A	negative	overall	Female
PRL	positive	overall	Female
PROC	negative	overall	Female
PROK1	NA	overall	Female
PRSS2	positive	overall	Female
PRSS27	positive	overall	Female
PRSS8	positive	overall	Female
PRTFDC1	negative	overall	Female
PRTG	positive	overall	Female
PRTN3	positive	overall	Female
PSG1	negative	overall	Female
PSME1	NA	overall	Female
PSRC1	NA	overall	Female
PTGDS	NA	overall	Female
PTN	negative	overall	Female
PTPN1	NA	overall	Female
PTPN6	NA	overall	Female
PTPRM	negative	overall	Female
PTS	negative	overall	Female
PVALB	positive	overall	Female
PVR	NA	overall	Female
QPCT	positive	overall	Female
RAB6A	NA	overall	Female
RABGAP1L	NA	overall	Female
RAD23B	NA	overall	Female
RBP5	positive	overall	Female
REG1A	negative	overall	Female
REG1B	negative	overall	Female
REG3A	negative	overall	Female
REG4	NA	overall	Female
REN	NA	overall	Female
RGMA	positive	overall	Female
RGMB	positive	overall	Female
RILP	positive	overall	Female
RNASE3	positive	overall	Female
RNASET2	positive	overall	Female
RP2	NA	overall	Female
RSPO3	positive	overall	Female
RTBDN	NA	overall	Female
RWDD1	NA	overall	Female
S100A11	NA	overall	Female
S100A12	positive	overall	Female
S100P	negative	overall	Female
SAMD9L	NA	overall	Female
SCARB2	positive	overall	Female
SCGN	negative	overall	Female
SCLY	negative	overall	Female
SCRN1	NA	overall	Female
SDC4	negative	overall	Female
SELE	negative	overall	Female
SELP	negative	overall	Female
SELPLG	positive	overall	Female
SEMA4C	negative	overall	Female
SEPTIN9	NA	overall	Female
SERPINA11	positive	overall	Female
SERPINA12	positive	overall	Female
SERPINB1	positive	overall	Female
SERPINB8	NA	overall	Female
SERPINB9	NA	overall	Female
SERPINE1	negative	overall	Female
SESTD1	negative	overall	Female
SETMAR	NA	overall	Female
SEZ6L	positive	overall	Female
SFRP1	negative	overall	Female
SFTPA2	negative	overall	Female
SFTPD	positive	overall	Female
SH2B3	negative	overall	Female
SH2D1A	NA	overall	Female
SHMT1	positive	overall	Female
SIGLEC10	negative	overall	Female
SIRPA	negative	overall	Female
SIRPB1	positive	overall	Female
SIRT2	NA	overall	Female
SIT1	negative	overall	Female
SKAP1	negative	overall	Female
SLAMF1	positive	overall	Female
SLC39A14	NA	overall	Female
SLC39A5	negative	overall	Female
SLITRK6	positive	overall	Female
SMOC1	positive	overall	Female
SMPDL3A	negative	overall	Female
SNAP23	NA	overall	Female
SNX9	NA	overall	Female
SOD1	negative	overall	Female
SORCS2	negative	overall	Female
SORD	positive	overall	Female
SPARC	negative	overall	Female
SPARCL1	positive	overall	Female
SPINK5	positive	overall	Female
SPINT2	negative	overall	Female
SRP14	NA	overall	Female
SRPK2	positive	overall	Female
SSC4D	positive	overall	Female
SSC5D	negative	overall	Female
ST3GAL1	negative	overall	Female
ST6GAL1	negative	overall	Female
STAMBP	negative	overall	Female
STAT5B	NA	overall	Female
STIP1	NA	overall	Female
STK24	NA	overall	Female
STX4	NA	overall	Female
STX8	negative	overall	Female
SULT2A1	positive	overall	Female
SUMF2	positive	overall	Female
SUSD1	negative	overall	Female
TAFA5	NA	overall	Female
TARBP2	NA	overall	Female
TBC1D23	positive	overall	Female
TBC1D5	NA	overall	Female
TBL1X	negative	overall	Female
TCL1A	positive	overall	Female
TDGF1	NA	overall	Female
TDRKH	positive	overall	Female
TFF1	positive	overall	Female
TFF3	negative	overall	Female
TFPI	positive	overall	Female
TFPI2	negative	overall	Female
TFRC	positive	overall	Female
TGFA	negative	overall	Female
TGFB1	positive	overall	Female
TGFBI	negative	overall	Female
TGFBR3	negative	overall	Female
TGM2	NA	overall	Female
THBD	negative	overall	Female
THBS2	positive	overall	Female
THY1	positive	overall	Female
TIA1	NA	overall	Female
TIE1	negative	overall	Female
TIGAR	NA	overall	Female
TIMP1	negative	overall	Female
TIMP4	negative	overall	Female
TINAGL1	positive	overall	Female
TLR3	negative	overall	Female
TMPRSS15	negative	overall	Female
TMPRSS5	positive	overall	Female
TNC	positive	overall	Female
TNFRSF10A	negative	overall	Female
TNFRSF10B	negative	overall	Female
TNFRSF10C	negative	overall	Female
TNFRSF11A	positive	overall	Female
TNFRSF12A	NA	overall	Female
TNFRSF13B	positive	overall	Female
TNFRSF13C	positive	overall	Female
TNFRSF14	positive	overall	Female
TNFRSF19	positive	overall	Female
TNFRSF1A	negative	overall	Female
TNFRSF21	positive	overall	Female
TNFRSF6B	positive	overall	Female
TNFSF10	negative	overall	Female
TNFSF12	negative	overall	Female
TNFSF14	negative	overall	Female
TNXB	positive	overall	Female
TPMT	NA	overall	Female
TPP1	negative	overall	Female
TREML2	positive	overall	Female
TXLNA	NA	overall	Female
TXNDC15	positive	overall	Female
TXNDC5	negative	overall	Female
TYMP	NA	overall	Female
UMOD	negative	overall	Female
USP8	negative	overall	Female
UXS1	negative	overall	Female
VCAM1	negative	overall	Female
VEGFC	negative	overall	Female
VMO1	positive	overall	Female
VNN2	positive	overall	Female
VPS37A	NA	overall	Female
VSIG4	positive	overall	Female
VSIR	negative	overall	Female
VSTM1	NA	overall	Female
VSTM2L	NA	overall	Female
VTA1	positive	overall	Female
VWA1	negative	overall	Female
VWC2	NA	overall	Female
VWF	positive	overall	Female
WAS	NA	overall	Female
WASF1	NA	overall	Female
WFDC12	negative	overall	Female
WFDC2	positive	overall	Female
WWP2	NA	overall	Female
XCL1	negative	overall	Female
YES1	NA	overall	Female
ZBTB17	NA	overall	Female
